0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.578827,0,0,0,0,1
0.764647,0,0,0,0,1
0,0,0,0,0,1
0.658499,0,0,0,0,1
0.881279,0,0,0,0,1
0.879006,0,0,0,0,2
0.873472,0,0,0,0,2
0.875524,0,0,0,0,2
0.845109,0,0,0,0,2
0.817993,0,0,0,0,2
0.887906,0,0,0,0,2
0.789476,0,0,0,0,2
0,0,0,0,0,2
0.824854,0,0,0,0,2
0,0,0,0,0,2
0,0,0,0,0,3
0.73484,0,0,0,0,3
0.788259,0,0,0,0,3
0,0,0,0,0,3
0.731079,0,0,0,0,3
0.725559,0,0,0,0,3
0.722968,0,0,0,0,3
0.737274,0,0,0,0,3
0.726136,0,0,0,0,3
0.800736,0,0,0,0,3
0.75099,0.808756,0,0,0,4
0.464013,0,0,0,0,4
0.841268,0,0,0,0,4
0.772718,0.519524,0,0,0,4
0.75802,0.806344,0.750528,0,0,4
0.724399,0.743468,0.622035,0,0,4
0.728625,0.761495,0,0,0,4
0.710544,0.808433,0,0,0,4
0.700554,0.796426,0,0,0,4
0.742765,0.901372,0,0,0,4
0.847052,0.894687,0,0,0,5
0.805303,0.844684,0,0,0,5
0.810882,0.844273,0,0,0,5
0.900119,0.915704,0,0,0,5
0.925417,0,0,0,0,5
0.75519,0.822376,0,0,0,5
0.890303,0,0,0,0,5
0,0,0,0,0,5
0.902904,0,0,0,0,5
0.928371,0,0,0,0,5
0.754164,0,0,0,0,6
0.757763,0.856332,0.746818,0,0,6
0.73635,0.840996,0.732956,0,0,6
0.740873,0.850028,0.733887,0,0,6
0.765578,0.863494,0.747097,0,0,6
0.737611,0.839794,0.739033,0,0,6
0.751026,0.713715,0,0,0,6
0.766677,0.863824,0.734195,0,0,6
0.756832,0.874117,0.734342,0,0,6
0.7826,0.870876,0.752456,0,0,6
0.770915,0.760784,0,0,0,7
0.770387,0.768261,0,0,0,7
0.811732,0.771156,0,0,0,7
0.730881,0.76233,0,0,0,7
0.692929,0.29804,0.762015,0,0,7
0.76225,0.764559,0,0,0,7
0.646074,0.710366,0,0,0,7
0.79018,0.766846,0,0,0,7
0.717421,0.755337,0,0,0,7
0.731476,0.753028,0,0,0,7
0.748131,0.798669,0,0,0,8
0.747398,0.900067,0.767924,0,0,8
0.765732,0.790246,0,0,0,8
0.760549,0.807187,0.765072,0,0,8
0.727452,0.775188,0,0,0,8
0.705647,0.773121,0.72794,0,0,8
0.708997,0.748182,0,0,0,8
0.724643,0.787812,0.744854,0,0,8
0.76288,0.81336,0.749765,0,0,8
0.765021,0.863406,0.736064,0,0,8
0.756715,0.889218,0.958611,0.942234,0.816446,9
0.781075,0.900082,0.99937,1,0.864858,9
0.69816,0.750301,0.823542,0.797049,0.686076,9
0.982032,0,0,0,0,9
0.711578,0.771457,0.830506,0.816204,0.737472,9
0.925578,0,0,0,0,9
0.743468,0.741335,0.84181,0.820918,0.709321,9
0.723129,0.699241,0.811278,0.805442,0.716056,9
0.71398,0.914428,0.849493,0.754069,0,9
0.698038,0.755513,0.886066,0.706395,0,9
0.755058,0,0,0,0,10
0.792086,0.83316,0.635831,0,0,10
0.810163,0.824656,0.635927,0,0,10
0.739935,0.770988,0.618232,0,0,10
0.758181,0.774389,0.620758,0,0,10
0.784799,0.807216,0.63625,0,0,10
0.746628,0.794967,0.634142,0,0,10
0.889467,0.675997,0,0,0,10
0.979254,0.775636,0,0,0,10
0.960524,0.761605,0,0,0,10
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.892782,0,0,0,0,2
1.14819,0,0,0,0,2
0.982873,0,0,0,0,2
0,0,0,0,0,2
1.02938,0,0,0,0,2
1.11254,0,0,0,0,2
0,0,0,0,0,2
1.00637,0.511408,0,0,0,2
1.02906,0,0,0,0,2
1.13539,0,0,0,0,2
0.993997,0,0,0,0,3
0.98893,0,0,0,0,3
0.998866,0,0,0,0,3
1.00849,0,0,0,0,3
1.01057,0,0,0,0,3
0.99766,0,0,0,0,3
0.999613,0,0,0,0,3
1.00922,0,0,0,0,3
0.961148,0,0,0,0,3
0.903576,0,0,0,0,3
0.846184,1.02849,0.539533,0,0,4
0.845129,1.01651,0.537073,0,0,4
0.841283,1.0184,0,0,0,4
0.848131,1.11634,0,0,0,4
0.864528,1.22672,0,0,0,4
0.833062,1.0785,0,0,0,4
0.796045,1.01807,0,0,0,4
0.816162,1.02524,0,0,0,4
0.807124,1.02138,0,0,0,4
0.800168,0,0,0,0,4
1.00011,1.04864,0,0,0,5
1.0034,1.03771,0,0,0,5
1.12985,0,0,0,0,5
0.979921,1.01741,0,0,0,5
0.999154,1.04855,0,0,0,5
1.11316,0,0,0,0,5
0.969644,1.00377,0,0,0,5
0.970526,1.01125,0,0,0,5
0.968357,1.00521,0,0,0,5
0.9506,0.985375,0,0,0,5
0.858648,0.905952,0.817811,0,0,6
0.878698,0.923933,0.808444,0,0,6
0.841874,0.922988,0.834321,0,0,6
0.848947,0.934706,0.845389,0,0,6
0.958484,0.979183,0.866473,0,0,6
0.893954,0.93962,0.864654,0,0,6
0.90714,0.939323,0.849673,0,0,6
0.893434,0.939503,0.848243,0,0,6
0.94754,1.01075,0.899005,0,0,6
0.877794,0.935831,0.840753,0,0,6
0.920333,0,0,0,0,7
0.90966,0,0,0,0,7
0.786241,0.936461,0,0,0,7
0.812472,0.958979,0,0,0,7
0.742376,0.968159,0,0,0,7
0.766503,0.915455,0,0,0,7
0.793508,0.947144,0,0,0,7
0.770014,0.924464,0,0,0,7
0.762121,0.91766,0,0,0,7
0.762354,0.9209,0,0,0,7
0.740067,0.986374,0.901272,0,0,8
0.730284,1.03097,0.924041,0,0,8
0.736217,1.00467,0.529185,0.928181,0,8
0.72598,0.981541,0.879658,0,0,8
0.728072,1.00808,0.901254,0,0,8
0.764142,1.02943,0.921665,0,0,8
0.73675,0.998299,0.912674,0,0,8
0.733943,0.98506,0.498672,0.899094,0,8
0.718545,0.979759,0.878692,0,0,8
0.719245,1.05961,0.529609,0.92387,0,8
0.746124,0.929018,1.00679,0.927767,0.852001,9
0.729182,0.921026,1,0.928631,0.848686,9
0.740131,0.921944,0.997948,0.915833,0.834478,9
0.720051,0.940502,1.01573,0.942212,0.856792,9
0.719108,0.929414,1.00466,0.945758,0.861005,9
0.661391,0.998056,1.03727,0.954164,0.859886,9
0.74554,0.935714,1.00202,0.93287,0.850113,9
0.731414,0.954101,1.02956,0.943148,0.866729,9
0.709938,0.880543,0.952949,0.881379,0.824596,9
0.719558,0.912062,0.983593,0.903342,0.824548,9
1.00702,1.01176,0.763241,0,0,10
0.96689,0.98389,0.734061,0,0,10
1.03446,0.786378,0,0,0,10
0.92675,0.949232,0.770354,0,0,10
